time,G1-WT,G2-WT,G3-WT,H1-dPHZ,H2-dPHZ,H3-dPHZ
0.074722,0,0,0,0,0,0
0.158056,0,0,0,0,0,0
0.241389,0,0,0,0,0,0
0.324722,0.019418085857101516,0,0,0,0,0.01904819497069441
0.408056,0,0,0,0,0,0
0.491389,0,0,0,0,0,0.01904819497069441
0.574722,0,0,0,0,0,0.01904819497069441
0.658056,0,0,0,0,0,0
0.741389,0.019418085857101516,0,0.019418085857101516,0,0,0.01904819497069441
0.824722,0.019418085857101516,0,0.019418085857101516,0,0.01904819497069441,0.01904819497069441
0.908056,0.019418085857101516,0.019418085857101516,0.019418085857101516,0,0.01904819497069441,0.01904819497069441
0.991389,0.019418085857101516,0.019418085857101516,0.019418085857101516,0,0.03774032798284711,0.01904819497069441
1.074722,0.019418085857101516,0.019418085857101516,0.019418085857101516,0.018692133012152546,0.01904819497069441,0.01904819497069441
1.158056,0.019418085857101516,0.019418085857101516,0.019418085857101516,0.018692133012152546,0.01904819497069441,0.03774032798284711
1.241389,0.019418085857101516,0.019418085857101516,0.019418085857101516,0.018692133012152546,0.03774032798284711,0.03774032798284711
1.324722,0.019418085857101516,0.019418085857101516,0.03846628082779614,0.018692133012152546,0.01904819497069441,0.03774032798284711
1.408056,0.019418085857101516,0.019418085857101516,0.03846628082779614,0.018692133012152546,0.03774032798284711,0.03774032798284711
1.491389,0.03846628082779614,0.019418085857101516,0.03846628082779614,0.018692133012152546,0.03774032798284711,0.03774032798284711
1.574722,0.03846628082779614,0.019418085857101516,0.03846628082779614,0.018692133012152546,0.03774032798284711,0.03774032798284711
1.658056,0.03846628082779614,0.019418085857101516,0.03846628082779614,0.037041271680349076,0.03774032798284711,0.03774032798284711
1.741389,0.03846628082779614,0.03846628082779614,0.03846628082779614,0.037041271680349076,0.03774032798284711,0.05608946665104358
1.824722,0.03846628082779614,0.03846628082779614,0.05715841383994862,0.037041271680349076,0.03774032798284711,0.05608946665104358
1.908056,0.03846628082779614,0.03846628082779614,0.05715841383994862,0.037041271680349076,0.03774032798284711,0.05608946665104358
1.991389,0.05715841383994862,0.05715841383994862,0.05715841383994862,0.05505977718302739,0.05608946665104358,0.07410797215372204
2.074722,0.05715841383994862,0.05715841383994862,0.05715841383994862,0.05505977718302739,0.05608946665104358,0.07410797215372204
